mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_92600,CC1OC2CCCC12O,2.08605,1.67012,1.47492,2.2954,77.32,-0.2411,0.0717,0.3128,1061.9866,0.182738,-424.232415,-424.223746,-424.222802,-424.265179,34.033
gdb_70109,CC12CN1C=NC2C#N,2.5178,1.65923,1.28771,3.7825,72.67,-0.2676,-0.0253,0.2423,1008.2808,0.125142,-396.92509,-396.917293,-396.916349,-396.957407,29.289
gdb_103879,CCC1(C)CN1CC#C,2.33137,1.25375,1.00559,0.9263,88.16,-0.2246,0.0396,0.2642,1307.4958,0.191173,-367.150287,-367.139845,-367.138901,-367.185429,39.06
gdb_126260,CCc1c(n(nn1)C)O,3.15924,1.21297,0.93999,4.1653,75.84,-0.2225,0.0169,0.2395,1276.573,0.147092,-435.27243,-435.262899,-435.261955,-435.307709,33.386
gdb_92065,CN1CC2CC2CC1=O,2.93307,1.45754,1.05206,3.6739,79.16,-0.2275,0.036,0.2635,1163.2784,0.172961,-403.179522,-403.171144,-403.170199,-403.212555,31.987
gdb_83043,CC1C2C(O)C=CCN12,2.14503,1.81177,1.37691,1.7868,79.42,-0.2175,0.0107,0.2282,1039.5267,0.171996,-403.122456,-403.114024,-403.11308,-403.155049,33.077
gdb_109399,C1C=C(COCO1)CO,3.12099,1.11025,0.86013,0.7539,74.0,-0.2463,0.0071,0.2534,1327.1988,0.15993,-460.144139,-460.135464,-460.13452,-460.178211,32.135
gdb_68669,CC12OC(CC=C1)C=C2,2.69441,1.90689,1.53975,1.4147,79.75,-0.2298,0.0004,0.2302,950.8121,0.160515,-385.901225,-385.893914,-385.89297,-385.932263,30.547
gdb_35536,N#CC1CC2CCC2=C1,4.33971,1.05267,0.95554,4.5949,83.47,-0.2485,-0.0031,0.2454,1245.9973,0.149599,-364.813796,-364.806178,-364.805234,-364.846108,29.628
gdb_114320,CCC1OC2C(O)C12C,2.28907,1.34283,1.14305,1.7347,78.46,-0.2299,0.0655,0.2954,1224.2165,0.180862,-424.187865,-424.17836,-424.177415,-424.221842,35.921
gdb_78622,CC1C2C3N(C2=O)C13C,2.52148,1.73585,1.36621,4.3418,75.29,-0.2441,0.0062,0.2503,1010.8005,0.146636,-401.920741,-401.912566,-401.911621,-401.953109,31.441
gdb_44477,N=C1OC2C3CC2C1C3,3.76666,1.60958,1.4944,3.0932,75.74,-0.2509,0.0311,0.282,929.0558,0.152269,-401.959484,-401.953346,-401.952401,-401.989757,26.331
gdb_52599,CC#CC(C#C)(C#C)O,2.05205,1.11238,0.91651,2.2002,82.5,-0.2585,-0.0049,0.2536,1369.444,0.106549,-383.370233,-383.359614,-383.35867,-383.407095,37.029
gdb_89531,OC1CC2(O)COCC12,2.33772,1.79393,1.35476,2.0621,69.77,-0.2514,0.0582,0.3095,1002.8645,0.160122,-460.149573,-460.141596,-460.140652,-460.181749,31.895
gdb_127261,Cn1cc(nn1)C(=N)N,4.52379,1.07063,0.87123,1.6051,75.45,-0.2285,-0.0089,0.2196,1286.9277,0.12606,-430.262828,-430.254316,-430.253372,-430.29651,30.807
gdb_37162,C1N2C3C4C5OC5C13C24,4.11112,1.86613,1.63534,1.918,70.4,-0.2263,0.0593,0.2856,824.35,0.126357,-400.59289,-400.58734,-400.586396,-400.622438,24.307
gdb_11924,CC12CC1(NC2)C#N,3.15197,1.87453,1.51354,4.0575,70.88,-0.2327,0.0054,0.238,885.0555,0.131108,-342.756493,-342.748945,-342.748,-342.788145,28.313
gdb_63804,CC1(O)CC2C3CC1N23,2.96597,1.64089,1.46933,2.9243,76.64,-0.2276,0.0672,0.2948,986.9533,0.172037,-403.118491,-403.110708,-403.109764,-403.150095,31.942
gdb_68462,CC12CC(COC1=O)O2,2.41038,2.0885,1.36457,4.0655,67.62,-0.2462,0.0009,0.2471,953.01,0.136451,-458.986905,-458.97934,-458.978395,-459.018718,29.334
gdb_63625,CC1(CN1C2(CC2)C)C,2.61106,1.20204,1.13092,1.1346,90.21,-0.2088,0.0828,0.2916,1286.0815,0.214918,-368.376481,-368.366247,-368.365303,-368.411124,39.644
gdb_90919,CC1OC2C3CC12OC3,3.4698,1.48995,1.42876,2.2643,75.99,-0.2286,0.0555,0.2841,1003.0844,0.159676,-422.913073,-422.905824,-422.90488,-422.944269,29.927
gdb_102473,CCC(OC)C(=O)CO,2.18946,1.05023,0.80531,2.6731,76.33,-0.253,-0.0307,0.2223,1502.1635,0.178777,-461.36657,-461.355572,-461.354628,-461.403545,38.194
gdb_84649,OC1C=CC2OC2C1=O,2.24938,1.90513,1.50274,3.6295,65.76,-0.2449,-0.0573,0.1876,921.5237,0.113171,-457.756154,-457.74888,-457.747936,-457.787769,28.215
gdb_120851,CCCN1CC1COC,2.26946,0.91187,0.72192,1.9222,87.68,-0.2172,0.0799,0.2971,1703.7952,0.215533,-405.506757,-405.495837,-405.494893,-405.543706,38.669
gdb_59555,CC(O)C1OC2CC12C,2.53959,1.33763,1.03789,1.1878,78.5,-0.2322,0.0649,0.2971,1240.2221,0.180186,-424.187284,-424.177636,-424.176692,-424.221533,36.388
gdb_52450,N=COCCCNC=O,6.44132,0.46495,0.45467,3.0194,77.21,-0.2579,0.0187,0.2765,2321.3661,0.15809,-456.363206,-456.352666,-456.351721,-456.402154,34.649
gdb_20637,Cc1cc(n[nH]1)C#N,7.11198,1.28448,1.09542,6.9872,67.7,-0.2618,-0.0266,0.2352,1014.3506,0.097531,-357.688554,-357.681421,-357.680477,-357.720387,25.234
gdb_118729,OCCC1(O)C2CCC12,2.64243,1.09974,0.91584,2.1489,78.18,-0.2324,0.0744,0.3068,1350.0778,0.181473,-424.180788,-424.171256,-424.170312,-424.215317,35.923
gdb_120740,CCCN1CC1C(C)O,3.27543,0.79073,0.71567,1.5892,87.15,-0.2169,0.0718,0.2887,1730.3154,0.215548,-405.520152,-405.509304,-405.50836,-405.556547,39.776
gdb_69362,CC12CC1C(O)(C2)C=O,3.28119,1.19545,1.04528,2.6929,76.91,-0.2617,-0.035,0.2268,1200.2607,0.157359,-423.014695,-423.005891,-423.004947,-423.047958,33.829
gdb_13204,OCC(=O)C1CCO1,4.23775,1.33721,1.13871,3.4037,61.09,-0.255,-0.0327,0.2223,1043.9925,0.129096,-420.864344,-420.856177,-420.855233,-420.898294,28.414
gdb_26075,OC(C#C)C1=CNC=N1,3.31153,1.21223,0.9487,3.7977,72.11,-0.2272,0.0274,0.2547,1188.0136,0.112822,-416.797655,-416.78931,-416.788366,-416.831238,30.793
gdb_44446,O=C1NC2C3CC1OC23,3.15439,1.80861,1.60854,4.283,67.06,-0.2255,0.0254,0.2509,866.5668,0.127904,-437.913143,-437.906821,-437.905877,-437.943699,26.111
gdb_26129,CC(O)C1=C(N)N=CN1,2.5504,1.46262,0.98059,1.3896,75.13,-0.1883,0.0278,0.2162,1187.0984,0.149045,-435.302717,-435.293687,-435.292743,-435.336653,33.963
gdb_19463,O=CC1C2OC1C=C2,5.30569,1.52122,1.49725,2.7196,61.9,-0.2422,-0.0437,0.1984,850.3597,0.107117,-382.48936,-382.483051,-382.482107,-382.520033,24.154
gdb_55151,CC(=O)C1CC2NC2C1,2.7233,1.43683,1.28534,3.614,77.95,-0.2308,0.0046,0.2354,1087.6603,0.171962,-403.159051,-403.150773,-403.149828,-403.192206,32.198
gdb_76769,CC1C(C)C2(CC2)C1=O,2.21058,1.57875,1.08039,2.8581,84.05,-0.2306,-0.0155,0.2151,1200.8057,0.180974,-387.097362,-387.087823,-387.086879,-387.131855,35.606
gdb_72723,CC12COC11CN2CC1,2.58432,2.00932,1.55714,0.749,78.54,-0.2187,0.0425,0.2612,942.3715,0.171856,-402.997921,-402.990584,-402.98964,-403.028951,31.15
gdb_46162,C1C(CNC(=O)N1)C#N,4.79843,1.00058,0.85239,0.0565,70.02,-0.2565,0.0193,0.2758,1264.7947,0.12738,-434.130861,-434.122686,-434.121742,-434.163983,29.89
gdb_25253,c1c[nH]c2c1NCC2=O,3.17898,1.68294,1.11003,3.5475,76.48,-0.198,-0.0245,0.1736,1016.4045,0.116415,-416.863934,-416.857097,-416.856153,-416.895068,27.071
gdb_15231,CCC1C(O)C1C#C,3.062,1.47292,1.31211,1.0579,74.48,-0.247,0.0379,0.2849,1036.3497,0.151346,-347.757742,-347.74862,-347.747676,-347.791473,33.313
gdb_80882,CC1C2CC1(C)C1CN21,2.45081,1.7286,1.42795,1.6353,85.18,-0.2222,0.0852,0.3074,1052.0857,0.195632,-367.161093,-367.153019,-367.152075,-367.192913,33.396
gdb_88287,CC1NC1C(=O)N1CC1,3.27394,1.0373,1.01015,4.1911,78.56,-0.2441,-0.0024,0.2418,1293.5369,0.158909,-419.177346,-419.168281,-419.167337,-419.211876,32.971
gdb_64516,CC1(C=O)C2C3C1CN23,2.72623,1.76637,1.36218,2.7414,74.54,-0.2399,-0.0274,0.2126,978.6208,0.147018,-401.884044,-401.876247,-401.875303,-401.916215,30.207
gdb_96969,CN=C1OC2CC1C2=O,3.52316,1.23718,1.16751,2.6444,73.28,-0.2391,-0.0343,0.2048,1106.0486,0.124295,-437.878182,-437.87041,-437.869466,-437.911008,28.819
gdb_27059,CC1=C(OC=N)C=CN1,3.19303,1.1359,0.86367,4.4593,79.38,-0.2021,0.023,0.2251,1309.6944,0.136209,-418.041161,-418.032292,-418.031347,-418.075565,31.905
gdb_127962,CN=C1OC(=O)NN=C1,2.99248,1.42529,0.97122,1.4175,71.37,-0.2578,-0.0677,0.1901,1136.6197,0.101307,-470.035032,-470.026941,-470.025997,-470.068981,28.298
gdb_92604,CN1CC2OCCC12C,2.51636,1.54351,1.35295,1.7041,81.76,-0.2069,0.0789,0.2857,1096.324,0.194794,-404.335733,-404.327022,-404.326077,-404.368486,34.155
gdb_28901,Cc1cccc(c1O)C,2.2844,1.76354,1.00765,1.411,86.98,-0.21,0.0106,0.2206,1183.2877,0.159537,-385.975007,-385.966155,-385.965211,-386.008103,33.818
gdb_90110,CC1CC23OC(C=C2)C13,3.05372,1.67142,1.4735,2.1389,79.87,-0.2259,-0.0095,0.2165,971.2251,0.15911,-385.7521,-385.744769,-385.743825,-385.783244,30.681
gdb_94761,OC1CCC2(CC12)C#C,3.70397,1.13478,1.00597,1.631,82.37,-0.2384,0.0452,0.2836,1216.2488,0.159192,-385.857391,-385.84885,-385.847906,-385.890158,33.693
gdb_124154,CC#Cc1ncn(n1)C,6.22362,0.7714,0.69229,2.3953,86.05,-0.2274,-0.0072,0.2202,1620.8019,0.124593,-396.936606,-396.927496,-396.926551,-396.973063,30.704
gdb_93938,NC(=O)C1CC(O)CO1,2.8507,1.36225,1.15852,4.6522,68.43,-0.236,0.0066,0.2425,1105.3637,0.148735,-476.260774,-476.252187,-476.251243,-476.294738,32.133
gdb_3128,CCC12CC1CC2,5.20207,1.95335,1.72272,0.298,71.28,-0.2428,0.0885,0.3313,821.1972,0.172289,-273.763117,-273.755893,-273.754949,-273.794168,27.7
gdb_25478,c1c(cncn1)NC=N,4.40862,1.1471,0.91026,4.6937,79.04,-0.2312,-0.035,0.1962,1202.0775,0.116336,-413.039335,-413.031999,-413.031055,-413.071627,27.291
gdb_91931,CC1(C)C2OC2CC1O,2.14233,1.71733,1.53597,2.5773,76.61,-0.2538,0.082,0.3358,1031.6416,0.182441,-424.229389,-424.220735,-424.219791,-424.261823,34.714
gdb_114911,CCC1CN=C(N)C1=O,2.87372,1.27632,0.93898,0.5672,78.35,-0.2352,-0.0535,0.1818,1266.8761,0.159861,-419.256633,-419.247449,-419.246505,-419.291058,34.025
gdb_856,c1c(nc(o1)N)N,7.20274,2.19711,1.68935,2.1678,52.57,-0.182,0.0417,0.2236,688.8067,0.092273,-356.726146,-356.719817,-356.718873,-356.75582,23.972
gdb_35145,N#CC1CC(C=C1)C#N,4.52189,0.95496,0.87292,2.1453,75.28,-0.2944,-0.0298,0.2646,1272.8296,0.114238,-379.70859,-379.700695,-379.699751,-379.741824,28.626
gdb_52441,C(CNC=O)NCC#N,5.70122,0.51797,0.50161,5.0679,75.02,-0.253,0.0176,0.2706,2089.7964,0.147445,-435.287173,-435.277016,-435.276072,-435.324531,33.996
gdb_6778,CCOCCC(=O)N,7.47448,0.70993,0.65944,2.5774,69.69,-0.2467,0.0323,0.279,1688.8154,0.162961,-402.232238,-402.221922,-402.220978,-402.269877,34.384
gdb_50925,O=COC(C#C)C1CC1,2.15994,1.17153,0.80125,4.0847,76.34,-0.2759,-0.0005,0.2754,1397.0832,0.132941,-421.792039,-421.782585,-421.781641,-421.827823,33.269
gdb_110681,CCC1C2C3CCC2C13,4.45444,1.03829,0.998,0.0743,89.87,-0.2819,0.0974,0.3793,1329.9647,0.208235,-351.128623,-351.120577,-351.119633,-351.161267,32.416
gdb_96545,CC1CCCCCC1O,2.19386,1.38619,0.9948,1.4358,88.25,-0.256,0.0739,0.3299,1321.3512,0.231075,-389.510918,-389.501429,-389.500485,-389.544573,37.648
gdb_53988,CC(=O)C(O)(C=O)C#N,1.82789,1.5099,1.42445,2.9064,63.69,-0.2864,-0.0841,0.2023,1038.7302,0.096176,-473.850026,-473.840528,-473.839584,-473.884708,32.778
gdb_40725,C1OC1C1CC2CC1O2,4.12687,1.12554,1.05659,2.5828,74.72,-0.2493,0.0837,0.3331,1184.6376,0.160846,-422.978942,-422.971582,-422.970637,-423.011212,28.956
gdb_87583,CN1CC11C2NC2C1O,2.56746,1.52507,1.31301,3.5331,75.93,-0.2215,0.0671,0.2887,1063.1581,0.159064,-419.118912,-419.110448,-419.109503,-419.151843,32.609
gdb_7445,CC(C)N(C)C(=O)N,3.05389,1.45308,1.25685,3.5447,72.24,-0.2276,0.0624,0.29,1084.0968,0.176126,-382.36611,-382.356248,-382.355304,-382.400801,35.587
gdb_77046,CC1C(CC#N)NC1=O,3.20802,1.01431,0.82756,3.356,73.8,-0.2597,0.0175,0.2773,1347.6911,0.135612,-418.049659,-418.040578,-418.039634,-418.084257,32.33
gdb_37185,C1OC23CC(C4NC24)C13,3.7943,1.66906,1.51329,2.491,74.15,-0.2264,0.0599,0.2863,908.9141,0.150664,-401.825079,-401.819017,-401.818073,-401.855025,26.905
gdb_28750,c1cc([nH]c1O)OC=O,5.67968,0.84626,0.76043,4.2043,66.89,-0.1964,-0.004,0.1924,1390.2301,0.100261,-473.86743,-473.859129,-473.858184,-473.900895,29.905
gdb_72606,CC12CCC1(O)C1CN21,2.11648,1.90917,1.63371,1.6963,78.16,-0.2329,0.0677,0.3005,981.7768,0.170258,-403.096447,-403.087916,-403.086972,-403.128946,33.595
gdb_75977,NC1C(=N)OCOC1=O,2.44514,1.67874,1.19999,2.8432,63.29,-0.2571,-0.0278,0.2293,1015.8631,0.113864,-491.102416,-491.094289,-491.093345,-491.135821,29.267
gdb_116691,COC=NC1C(C)C1C,3.28915,0.7507,0.70235,2.6985,91.1,-0.2224,0.022,0.2444,1751.702,0.19131,-404.334189,-404.323197,-404.322253,-404.371446,38.158
gdb_50347,O=CC1OC2CCC1C2,2.87028,1.55091,1.49211,3.4598,74.33,-0.2415,-0.0237,0.2179,983.2672,0.161267,-423.046106,-423.03875,-423.037806,-423.078122,28.985
gdb_85175,CC1OC(=N)C1C1CC1,2.31044,1.39517,0.95223,2.7506,80.47,-0.257,0.0298,0.2868,1270.676,0.170803,-403.141084,-403.132137,-403.131192,-403.175345,33.407
gdb_7080,CC(CC=O)NC=O,2.21775,1.82841,1.14835,4.6606,66.17,-0.2466,-0.0177,0.2288,1057.5653,0.139868,-401.038147,-401.028903,-401.027958,-401.07336,31.496
gdb_107533,OCC12CN1CC2C#N,2.03801,1.62686,1.10277,2.7191,72.32,-0.2626,0.0178,0.2805,1121.4071,0.136216,-417.965972,-417.957454,-417.956509,-417.999732,31.202
gdb_4352,Cc1ccnc(n1)C,3.73477,1.91344,1.28526,1.7927,73.74,-0.2403,-0.0311,0.2092,945.1175,0.131181,-342.859275,-342.851466,-342.850521,-342.892758,27.465
gdb_75363,NC1=NCC2OCC12O,2.30846,1.88481,1.38781,3.1056,68.97,-0.2314,0.0212,0.2525,972.2082,0.13735,-455.137759,-455.129901,-455.128956,-455.169764,30.76
gdb_16945,CC1=CC2CC1CO2,3.7492,1.9782,1.8357,1.798,72.03,-0.2298,0.0173,0.2471,822.1763,0.156129,-347.809939,-347.803312,-347.802368,-347.840377,26.759
gdb_29322,Cc1coc(c1C)C#N,3.24433,1.27474,0.92565,5.2348,80.78,-0.2392,-0.0358,0.2034,1217.3981,0.124032,-400.807795,-400.799089,-400.798145,-400.841258,31.191
gdb_130272,C(c1c(c(no1)N)N)O,3.01269,1.30476,0.94021,2.5299,68.86,-0.2081,0.0053,0.2134,1192.3769,0.125513,-471.186868,-471.178117,-471.177172,-471.220249,32.528
gdb_10013,CN=C(C=O)NC=N,4.27891,1.17842,0.92925,0.2063,72.53,-0.2401,-0.0857,0.1544,1187.1744,0.117128,-395.986255,-395.977365,-395.976421,-396.020416,30.043
gdb_34470,N#CC12OCC3NC1C23,3.73161,1.52881,1.28756,5.5289,69.44,-0.2396,0.0076,0.2472,955.4407,0.114658,-416.755787,-416.74916,-416.748216,-416.786757,26.343
gdb_2155,CC1CCCC1=O,3.5273,2.843,1.69921,2.7225,63.71,-0.234,-0.0123,0.2218,760.255,0.148988,-309.763785,-309.756773,-309.755829,-309.794758,26.25
gdb_42869,N=C1OC2CC(O1)C2=O,3.19599,1.47077,1.46323,4.0371,63.63,-0.2599,-0.0594,0.2004,932.9333,0.101398,-473.815214,-473.808305,-473.80736,-473.846884,26.412
gdb_14678,C(C#CCOC=O)O,5.65655,0.7054,0.66237,4.5582,64.37,-0.2692,-0.0029,0.2662,1608.6636,0.104216,-419.648366,-419.639165,-419.638221,-419.684765,29.519
gdb_83693,OC1C2CCC2C1C=O,2.41059,1.50014,1.18035,2.4162,75.0,-0.2394,-0.0251,0.2142,1104.4597,0.159086,-422.998345,-422.989857,-422.988913,-423.032786,31.835
gdb_50159,C1C(CC12COC2)C=O,5.55265,0.79271,0.78657,1.2191,76.81,-0.2515,-0.0288,0.2226,1461.4227,0.15825,-422.998305,-422.989665,-422.98872,-423.032948,31.267
gdb_97296,CN=CN1C2CC2C1=O,3.37166,1.11185,0.90678,4.8583,80.27,-0.2349,-0.015,0.2198,1305.196,0.13511,-417.993854,-417.985384,-417.98444,-418.027534,30.722
gdb_110378,OCC1C2C1C1CCC21,3.61048,1.06339,1.01427,1.3356,82.05,-0.2326,0.0753,0.3079,1277.9489,0.183538,-387.026507,-387.018304,-387.017359,-387.059319,32.457
gdb_131918,c1cnc(cn1)N(=O)=O,4.16204,1.34352,1.01566,3.9921,65.98,-0.2813,-0.1057,0.1756,1048.6158,0.07907,-468.762087,-468.755434,-468.754489,-468.794281,23.853
gdb_113207,CC1(CC1CO)N1CC1,3.26399,0.96965,0.85529,0.8296,83.45,-0.2189,0.0766,0.2955,1434.7782,0.192438,-404.291813,-404.281874,-404.280929,-404.326677,37.228
gdb_80562,CC1C2CC(C)CC12O,2.26723,1.36185,1.13421,1.2251,85.06,-0.2432,0.0775,0.3206,1241.1748,0.205604,-388.294525,-388.285038,-388.284093,-388.328365,37.073
gdb_38150,C1CC2C=CC3NC23C1,2.9055,1.78003,1.2854,1.685,82.82,-0.2209,0.0162,0.2371,1021.0734,0.174709,-366.010222,-366.00317,-366.002226,-366.041472,29.416
gdb_44911,O=C1CN2CC1C=CC2,2.74597,1.76513,1.50974,2.4098,76.11,-0.2129,-0.0173,0.1956,940.4675,0.150854,-401.96977,-401.962952,-401.962008,-402.000786,28.058
gdb_96453,CC1OCCCC2CC12,2.0447,1.81797,1.2293,1.1515,84.51,-0.2388,0.0806,0.3194,1133.3874,0.208302,-388.282393,-388.274055,-388.27311,-388.314637,34.178
gdb_120030,CCCC1C(C)CC1O,2.11774,1.08861,0.80437,1.3993,88.88,-0.2516,0.0639,0.3155,1560.2801,0.228163,-389.489947,-389.479394,-389.47845,-389.525425,39.812
gdb_12174,CC1C(NC1=O)C=O,3.23695,1.64717,1.23869,3.8327,63.09,-0.2548,-0.0404,0.2144,966.8812,0.117403,-399.830907,-399.822839,-399.821895,-399.863839,28.288
gdb_73121,CC12CCC1CC1CC21,2.28815,1.7279,1.51943,0.2301,87.5,-0.2566,0.0822,0.3388,1054.9403,0.208049,-351.150962,-351.14298,-351.142036,-351.182789,33.343
gdb_42954,O=C1C2CN2C2COC12,2.66061,1.97394,1.40538,2.7282,67.72,-0.243,-0.0458,0.1972,915.3549,0.126066,-437.845577,-437.838887,-437.837943,-437.876673,26.469
gdb_111281,CC1C(CO)N2CC12C,2.59337,1.2684,1.0087,2.7433,81.68,-0.2352,0.0694,0.3045,1277.4793,0.193416,-404.305877,-404.296175,-404.295231,-404.340046,36.741
gdb_93659,CC1OCC(C)(C)C1=O,2.34082,1.50454,1.22345,1.5685,78.0,-0.2376,-0.0234,0.2142,1148.4182,0.180628,-424.262944,-424.253206,-424.252262,-424.297193,36.28
gdb_66921,OC12C3CC(O)(C13)C2=O,2.64999,1.79133,1.30736,4.6089,65.31,-0.2322,0.0015,0.2336,953.9053,0.110843,-457.715614,-457.707798,-457.706853,-457.747462,30.352
gdb_22321,CC1=C(CC(=NO)C1)C,3.10061,1.0637,0.80769,1.0709,86.5,-0.2237,0.0149,0.2386,1427.414,0.168923,-403.141903,-403.132225,-403.131281,-403.176361,35.915
gdb_60081,CC(O)CC1(CO1)C#C,2.34063,1.13326,0.95932,1.4597,77.58,-0.258,0.0211,0.2791,1315.6147,0.155409,-422.967365,-422.957334,-422.95639,-423.002599,36.958
gdb_129435,c1c(onc1O)C(=O)N,4.65987,1.05591,0.86085,2.0037,62.94,-0.267,-0.0516,0.2154,1223.6128,0.089503,-489.913116,-489.905193,-489.904248,-489.945972,28.891
gdb_62827,CC1(O)C2CC1(O2)C=O,2.29505,1.54122,1.3661,2.2796,69.92,-0.2534,-0.0452,0.2082,1032.1735,0.132999,-458.900878,-458.892342,-458.891398,-458.934219,32.11
gdb_13369,CCN=C1CN=CN1,6.9433,1.10807,0.97288,3.0793,73.38,-0.2256,-0.0052,0.2204,1193.4503,0.142773,-360.067288,-360.059133,-360.058189,-360.100736,28.975
gdb_50633,N=C1CCOC(O1)C=O,3.02831,1.2356,0.92446,2.3245,67.73,-0.2673,-0.0482,0.2192,1210.2702,0.12387,-475.033993,-475.025768,-475.024823,-475.067906,29.481
gdb_15535,CC1=NCCN1C=O,3.52222,1.94151,1.28133,2.8498,68.74,-0.2391,-0.015,0.2241,921.6476,0.13147,-379.970592,-379.962791,-379.961847,-380.003545,27.421
gdb_44064,O=C1CC23CC1C2CO3,3.36239,1.51153,1.40285,2.0148,72.66,-0.239,-0.0166,0.2224,959.3459,0.136933,-421.729841,-421.723193,-421.722249,-421.760673,27.75
gdb_62597,CC1(O)C2C3C2N2C3C12,3.10483,1.73508,1.69653,2.3199,72.48,-0.2238,0.0609,0.2846,897.4926,0.148088,-401.885187,-401.877953,-401.877009,-401.916262,29.849
gdb_19152,CCC1(CN1)C1CO1,3.69996,1.51794,1.24299,2.4124,71.07,-0.2409,0.0701,0.311,1033.9005,0.165041,-365.012621,-365.004224,-365.00328,-365.045879,30.979
gdb_10730,CCC1(CO1)C(C)C,2.78,1.47431,1.34946,1.6884,77.41,-0.2571,0.0846,0.3417,1101.27,0.198166,-350.198522,-350.188821,-350.187877,-350.232806,35.897
gdb_49584,O=CN1C2CC2C1C#C,2.11013,1.83217,1.13746,4.164,76.46,-0.2377,0.0174,0.2551,1068.5166,0.123037,-400.689988,-400.681766,-400.680821,-400.723299,30.469
gdb_14621,C(CC#N)COC=O,8.56069,0.6501,0.62533,4.0631,63.99,-0.2915,-0.005,0.2864,1649.1418,0.117507,-399.835206,-399.826471,-399.825527,-399.870339,28.666
gdb_92119,CC1CN2CC3(CO3)C12,2.60522,1.64657,1.21714,0.5806,78.49,-0.2201,0.0571,0.2772,1082.9006,0.171134,-403.078105,-403.069969,-403.069025,-403.111086,31.605
gdb_24192,C1C2CC1C1=C2OC=C1,4.04486,1.5735,1.3685,0.9814,78.32,-0.1917,0.024,0.2158,954.101,0.139658,-384.664279,-384.658051,-384.657107,-384.695058,25.912
gdb_132343,OC1=NC(F)=NC(=O)O1,2.05072,1.66611,0.91926,2.0367,53.91,-0.2976,-0.0753,0.2223,1094.3041,0.052827,-549.926388,-549.918717,-549.917773,-549.959834,25.985
gdb_62541,CC1(O)C(OC1=N)C#C,2.4321,1.44531,1.1989,2.3421,73.01,-0.2706,0.0029,0.2735,1088.5012,0.121269,-437.84583,-437.836712,-437.835767,-437.879512,33.766
gdb_103043,CCC1(C#C)C2CCC12,2.37181,1.44955,1.08477,0.8615,89.2,-0.237,0.0534,0.2903,1209.8864,0.181511,-349.895493,-349.886335,-349.885391,-349.929065,35.615
gdb_18753,CC1CC2CC(O)C12,2.76301,2.17445,1.52713,1.6584,73.58,-0.2509,0.063,0.314,909.3714,0.177959,-348.974936,-348.967166,-348.966221,-349.006721,30.712
gdb_70921,CC12CC3(C1)CC=CC23,3.42655,1.49225,1.2743,0.0862,88.63,-0.2364,0.0187,0.2551,1075.0719,0.184199,-349.899809,-349.892378,-349.891434,-349.931015,31.424
gdb_1518,CCNC(=O)CO,7.34261,1.24451,1.14579,4.4501,58.99,-0.2423,0.0292,0.2715,1043.4654,0.135031,-362.935648,-362.92675,-362.925806,-362.970785,29.469
gdb_77415,CC1C2(C)C3CC3C12O,1.83381,1.65305,1.55435,1.0458,82.56,-0.2008,0.0806,0.2814,1092.3916,0.180608,-387.012809,-387.003498,-387.002554,-387.046081,36.234
gdb_100339,COC(C)(CO)CC#N,2.12994,1.21741,1.04401,3.9528,75.19,-0.2685,0.0333,0.3019,1268.3649,0.168199,-440.289676,-440.279199,-440.278254,-440.325057,37.788
gdb_44569,O=C1CC2C3CC3CN12,2.99968,1.65764,1.43319,3.799,74.93,-0.242,0.0196,0.2616,961.6906,0.150651,-401.966347,-401.959455,-401.958511,-401.9976,27.936
gdb_12141,CC12CC3(CO3)C1O2,5.15016,1.53535,1.41876,3.3815,65.21,-0.247,0.076,0.323,912.1671,0.128853,-383.679946,-383.67273,-383.671786,-383.71114,27.686
gdb_98482,COC1(CC1)C(=O)CO,2.38023,1.28913,0.95843,3.2741,73.11,-0.2557,-0.0274,0.2283,1266.6404,0.156248,-460.150875,-460.141122,-460.140178,-460.185743,35.365
gdb_26572,c1c[nH]c(c(c1=O)O)O,2.38952,1.89531,1.05696,4.8433,68.59,-0.2008,-0.0149,0.186,1032.7873,0.102571,-473.890771,-473.883284,-473.882339,-473.922416,29.139
gdb_17520,CCC12CC3C(O1)C23,4.55126,1.73465,1.61993,1.5391,70.46,-0.2263,0.0763,0.3026,873.4773,0.153835,-347.743569,-347.736491,-347.735546,-347.774717,27.932
gdb_72954,CC1(C#N)C2OCC12N,2.64122,1.51861,1.20499,4.5869,73.62,-0.2425,0.0238,0.2663,1059.4851,0.13527,-417.968187,-417.959487,-417.958543,-418.001046,32.851
gdb_13188,OC(C=O)C1CCO1,4.52174,1.33703,1.09639,2.3235,61.49,-0.2556,-0.0394,0.2162,1048.0805,0.129197,-420.859593,-420.851568,-420.850624,-420.892879,28.203
gdb_115469,COC1OCC(C=O)=C1,4.85906,0.88313,0.81073,2.7358,74.31,-0.263,-0.0712,0.1917,1407.0893,0.13457,-458.969548,-458.960713,-458.959769,-459.003822,30.946
gdb_127460,Cn1c(cc(n1)CO)N,3.52164,1.06067,0.84308,1.9613,77.11,-0.2029,0.0371,0.24,1358.5962,0.148131,-435.277067,-435.267452,-435.266508,-435.312147,34.081
